index,r,l,t
5461,-120.127256,21,71519.63487911224
5462,-108.438209,7,71527.77887606621
5463,-105.670934,15,71536.01135110855
5464,-104.429901,7,71544.15905404091
5465,-118.168029,16,71552.41953706741
5466,-107.02111,7,71569.6261689663
5467,-115.905814,11,71579.8392560482
5468,-107.378974,7,71587.9920489788
5469,-111.215757,9,71606.179749012
5470,-109.857041,7,71614.33984804153
5471,-109.627678,9,71622.49141407013
5472,-111.596738,7,71630.63808488846
5473,-111.6905,7,71638.80551099777
5474,-107.069333,7,71646.9419798851
5475,-108.24118,7,71655.0846130848
5476,-120.652167,15,71663.3097679615
5477,-106.158637,7,71671.46630001068
5478,-107.710014,7,71679.63814401627
5479,-108.507649,7,71687.7969660759
5480,-109.856159,7,71704.99122309685
5481,-102.636442,7,71713.1401040554
5482,-106.14262,7,71730.34298801422
5483,-110.025452,9,71748.5682220459
5484,-116.553168,7,71756.70414590836
5485,-110.930566,7,71764.86117696762
5486,-104.04621,7,71773.03247308731
5487,-108.932027,7,71781.190928936
5488,-114.228146,9,71799.43241906166
5489,-111.277386,7,71807.55850505829
5490,-110.355372,9,71815.74444007874
5491,-104.807725,7,71823.89839291573
5492,-104.488758,7,71832.03547000885
5493,-105.816958,7,71840.18491697311
5494,-107.380568,7,71848.33298110962
5495,-108.38464,7,71856.48788189888
5496,-106.556536,7,71864.63154196739
5497,-109.294179,7,71872.75639605522
5498,-123.016844,17,71881.03271794319
5499,-107.522125,6,71889.1482000351
5500,-119.044473,12,71897.35664200783
5501,-109.866005,7,71905.48882603645
5502,-108.562448,7,71913.6511900425
5503,-105.295392,7,71921.80270695686
5504,-109.471862,7,71929.96484708786
5505,-109.626289,7,71938.08957195282
5506,-112.529866,14,71946.30470991135
5507,-107.440624,7,71954.4506111145
5508,-107.537818,7,71962.59093499184
5509,-112.814474,13,71970.77359390259
5510,-114.858316,14,71978.98778700829
5511,-116.758308,15,71987.21959209442
5512,-106.694426,5,71995.33598089218
5513,-106.17091,7,72003.4947578907
5514,-110.499484,14,72011.71378588676
5515,-113.557486,15,72019.95229291916
5516,-121.552712,15,72028.19170308113
5517,-106.767785,5,72036.30768609047
5518,-106.373961,7,72044.48052501678
5519,-116.415599,15,72052.72315311432
5520,-109.751542,7,72060.87567710876
5521,-108.44291,14,72069.0972969532
5522,-117.686948,18,72077.3680319786
5523,-108.534904,7,72085.51967191696
5524,-116.605137,13,72093.71446299553
5525,-103.179251,5,72101.83247303963
5526,-108.839251,14,72110.04792809486
5527,-117.355945,9,72128.27959895134
5528,-110.854398,7,72136.43144893646
5529,-107.4019,7,72144.6136879921
5530,-107.47364,7,72152.77933311462
5531,-107.439137,7,72160.96831798553
5532,-104.971993,7,72169.12533402443
5533,-113.462191,15,72177.36546301842
5534,-104.719748,7,72185.52951908112
5535,-107.062059,7,72193.6545059681
5536,-104.493236,7,72201.83277106285
5537,-108.68696,7,72209.99273896217
5538,-108.365103,7,72218.15323901176
5539,-107.683487,7,72226.3222630024
5540,-116.958115,15,72234.5566380024
5541,-109.453793,7,72242.69799089432
5542,-108.149353,13,72250.89458799362
5543,-104.723248,15,72259.12677598
5544,-119.146915,12,72267.31373000145
5545,-121.344304,15,72275.5433690548
5546,-104.641523,7,72283.68848991394
5547,-108.119221,7,72291.84839606285
5548,-111.184408,14,72300.05406093597
5549,-114.878707,7,72317.27681994438
5550,-123.512064,7,72325.43939805031
5551,-106.458556,7,72333.5706050396
5552,-111.541,9,72351.77246499062
5553,-115.929864,7,72359.88139104843
5554,-108.065559,7,72368.0254330635
5555,-108.106243,7,72376.19902992249
5556,-111.131819,7,72384.35385489464
5557,-108.678215,7,72392.52223205566
5558,-113.339239,9,72400.66634488106
5559,-110.474156,7,72408.81403493881
5560,-107.416975,7,72416.96361088753
5561,-116.765778,15,72425.18593502045
5562,-117.757702,17,72433.43692588806
5563,-108.69433,15,72441.64993309975
5564,-106.363962,7,72449.79779911041
5565,-109.471504,7,72457.93589091301
5566,-105.763572,7,72475.11444306374
5567,-111.762839,7,72483.2593100071
5568,-120.340329,9,72501.46819901466
5569,-116.772479,7,72509.62534499168
5570,-110.450332,7,72517.76964092255
5571,-109.442959,9,72525.91869711876
5572,149.160615,1,72531.97153401375
5573,-112.96408,7,72534.05421304703
5574,-108.551358,7,72542.21650600433
5575,-107.594558,7,72559.43352198601
5576,-103.418699,7,72567.54576802254
5577,-108.249995,7,72575.69491791725
5578,-110.32486,7,72583.84741711617
5579,-110.121267,7,72591.997631073
5580,-108.122798,7,72600.16789603233
5581,-106.47898,7,72608.32775092125
5582,-107.232165,7,72616.45934295654
5583,-106.514969,7,72624.61643505096
5584,-108.709022,7,72632.77574706078
5585,-118.584642,13,72640.9817519188
5586,-108.568873,7,72664.19229602814
5587,-112.049622,7,72672.33421707153
5588,-109.620999,7,72680.48794198036
5589,-106.310036,7,72688.65839600563
5590,-107.401714,7,72696.81427311897
5591,-108.629127,7,72704.9534060955
5592,-107.761222,7,72713.08995699883
5593,-109.591081,7,72721.24674105644
5594,-115.82356,14,72729.46857500076
5595,-111.04583,7,72737.59830403328
5596,-113.188319,7,72745.73931288719
5597,-118.849731,14,72753.94822788239
5598,-115.396074,7,72771.13508701324
5599,-120.925935,7,72794.35032510757
5600,-106.328031,7,72802.51172804832
5601,-111.106267,7,72810.64655995369
5602,-111.83169,7,72818.79082894325
5603,-108.790808,7,72826.94671988487
5604,-106.293298,7,72835.08095407486
5605,-108.999807,7,72843.22659611702
5606,-110.406612,7,72851.35685491562
5607,-105.583392,7,72859.50031805038
5608,-109.353402,7,72867.64989089966
5609,-107.255087,7,72875.80253601074
5610,-110.302842,7,72883.9447619915
5611,-107.928458,7,72892.09340000153
5612,-111.371283,14,72900.3151550293
5613,-108.63198,7,72908.44706201553
5614,-112.781365,13,72916.67305397987
5615,-112.228204,11,72924.85459804535
5616,-105.17817,7,72933.01521801949
5617,-105.885258,14,72941.23627090454
5618,-112.944486,15,72949.46032595634
5619,-106.677867,7,72957.62896704674
5620,-113.782815,15,72965.86640000343
5621,-110.03865,7,72974.00449299812
5622,-104.692293,7,72982.13366103172
5623,-106.047341,5,72990.24639892578
5624,-119.842869,14,72998.45716190338
5625,-125.450068,7,73021.66470599174
5626,-108.111215,7,73038.85798192024
5627,-107.233181,7,73047.01036810875
5628,-110.735428,7,73055.13106703758
5629,-111.992897,7,73063.26583695412
5630,-109.714085,7,73071.42403101921
5631,-112.70365,7,73079.56334590912
5632,-113.733039,7,73087.72764611244
5633,-113.389412,7,73095.90037488937
5634,-112.824885,7,73104.05046606064
5635,-107.77906,7,73112.2282679081
5636,-107.598334,7,73120.35826301575
5637,-115.713463,14,73128.54832291603
5638,-110.658514,7,73136.69657993317
5639,-113.768623,15,73144.9338901043
5640,-108.391467,7,73153.09131503105
5641,-105.29337,14,73161.32018494606
5642,-112.710308,12,73169.52780103683
5643,-115.044249,14,73177.72741007805
5644,-109.871056,7,73185.90368008614
5645,-114.454396,7,73194.03589701653
5646,-113.853617,7,73202.18489909172
5647,-114.669415,9,73220.40475797653
5648,-107.686917,7,73228.54597592354
5649,-107.932049,7,73236.67246699333
5650,-109.051113,7,73244.83467197418
5651,-108.669453,7,73252.986702919
5652,-109.054897,7,73261.12674808502
5653,-107.914295,7,73269.25205898285
5654,-107.264311,7,73277.40821194649
5655,-104.907498,7,73285.54618811607
5656,-107.793046,7,73293.70852804184
5657,-104.321641,16,73301.96115589142
5658,-107.151371,7,73310.1097869873
5659,-116.418088,15,73318.33515095711
5660,-110.722836,7,73326.49063801765
5661,-128.671994,23,73334.81670594215
5662,-106.627469,7,73342.97505807877
5663,-108.40709,7,73351.12648010254
5664,-113.773853,14,73359.32060694695
5665,-106.365857,7,73367.46750497818
5666,-116.35861,13,73375.6684589386
5667,-105.800938,7,73383.82632088661
5668,-116.820185,17,73392.07624697685
5669,-108.082149,7,73400.20815896988
5670,-110.535385,16,73408.44395899773
5671,-104.845259,7,73416.5826330185
5672,-113.278014,16,73424.82122707367
5673,-110.584906,7,73432.96419095993
5674,-110.542347,7,73441.10421609879
5675,-108.50638,15,73449.32694506645
5676,-106.197451,7,73457.46680688858
5677,-114.61015,14,73465.65364789963
5678,-109.466106,7,73473.8138051033
5679,-104.669699,7,73481.96476197243
5680,-107.186077,14,73490.15788698196
5681,-105.03219,7,73498.28332400322
5682,-115.080834,15,73506.52431607246
5683,-122.309422,15,73514.75658607483
5684,-118.007415,12,73522.93782711029
5685,-105.776576,15,73531.15222406387
5686,-110.023794,16,73539.37664604187
5687,-123.01922,7,73547.524766922
5688,-116.275289,16,73555.75258493423
5689,-113.735679,7,73563.91102409363
5690,-110.50965,7,73572.07142710686
5691,-114.726375,7,73589.2638130188
5692,-110.908303,7,73597.40944504738
5693,-104.491805,7,73605.56556200981
5694,-107.494013,7,73613.75526189804
5695,-109.608128,7,73621.91650700569
5696,-105.846263,16,73630.18772888184
5697,-118.025081,13,73638.39426803589
5698,-110.589194,12,73646.62010097504
5699,-116.161288,15,73654.83593893051
5700,-118.845962,12,73663.02330899239
5701,-121.43867,17,73671.27171492577
5702,-109.947157,7,73679.4130680561
5703,-111.363093,7,73687.55736207962
5704,-107.849887,7,73695.71431088448
5705,-108.80928,7,73703.86045098305
5706,-112.852835,9,73722.09111690521
5707,-107.525469,7,73730.24914908409
5708,-108.470358,7,73738.38999009132
5709,-107.211822,7,73746.54813098907
5710,-115.749518,7,73754.69087409973
5711,-114.267165,7,73762.82979607582
5712,-107.106047,7,73770.98722600937
5713,-109.765722,7,73779.1287829876
5714,-107.476758,7,73787.276720047
5715,-109.199914,7,73795.43752098083
5716,-119.227226,21,73803.72028589249
5717,-117.305925,13,73811.94287204742
5718,-109.537283,15,73820.14189505577
5719,-104.671126,7,73828.28374505043
5720,-108.782484,7,73836.43908691406
5721,-110.506291,7,73844.59388804436
5722,-107.296088,7,73852.74916410446
5723,-109.146472,9,73859.93563389778
5724,-117.495507,15,73869.17815709114
5725,-128.480291,21,73877.44781088829
5726,-109.163939,7,73885.59595394135
5727,-111.673392,14,73893.82593107224
5728,149.048712,3,73899.89838790894
5729,-108.608251,5,73901.97475504875
5730,-112.020575,15,73910.17562890053
5731,-109.106238,7,73918.2966299057
5732,-112.41139,15,73926.55063605309
5733,-110.967034,7,73934.696144104
5734,-105.775639,13,73942.93394589424
5735,-100.033185,5,73951.05432391167
5736,-105.318212,7,73959.19082093239
5737,-107.573125,14,73967.39073610306
5738,-104.755705,6,73975.53638792038
5739,-111.504679,15,73983.76336598396
5740,-107.490531,5,73991.90661597252
5741,-104.628032,7,74000.07129406929
5742,-105.481335,7,74008.22492790222
5743,-113.511243,9,74026.45603990555
5744,-109.349473,7,74034.60469007492
5745,-108.119619,7,74042.76456403732
5746,-109.606465,9,74050.93847894669
5747,-104.606271,7,74059.10588788986
5748,-106.851821,7,74067.2476348877
5749,-116.292704,14,74075.46804499626
5750,-109.499032,7,74083.63672590256
5751,-117.873896,21,74091.9180738926
5752,-126.404622,22,74100.19888091087
5753,-108.611576,7,74108.34832191467
5754,-123.445894,20,74116.59739303589
5755,-108.536032,7,74124.74364590645
5756,-114.366796,14,74132.94494104385
5757,-108.103173,7,74141.0872271061
5758,-113.108663,14,74149.28993797302
5759,-109.691415,7,74157.44399690628
5760,-109.255669,7,74165.59771108627
5761,-120.162226,15,74172.83083105087
5762,-124.399028,15,74181.03470897675
5763,-117.878818,9,74199.28382706642
5764,-110.631107,7,74207.45387291908
5765,-106.629112,7,74215.6272509098
5766,-106.193331,7,74223.76273703575
5767,-105.77007,7,74231.91534900665
5768,-108.737743,7,74240.0793941021
5769,-110.496139,7,74248.21351003647
5770,-108.545587,7,74256.35095310211
5771,-111.970309,7,74264.49027299881
5772,-109.766119,7,74272.63613605499
5773,-108.402494,7,74280.79154610634
5774,-110.912138,7,74288.95447611809
5775,-109.889086,7,74297.10166788101
5776,-118.300993,18,74305.35254001617
5777,-104.621563,7,74313.48340010643
5778,-121.210811,20,74321.7619190216
5779,-109.348723,7,74329.94220995903
5780,-114.780589,15,74338.20100903511
5781,-105.791664,7,74346.34005498886
5782,-107.502192,9,74354.526679039
5783,-117.051275,15,74362.75682997704
5784,-107.356592,7,74370.89019107819
5785,-108.965894,7,74379.04363107681
5786,-110.413907,7,74387.1796309948
5787,-116.003684,15,74395.39386892319
5788,-109.072092,7,74412.56586790085
5789,-114.445816,9,74430.82132291794
5790,-105.694692,7,74438.96239995956
5791,-110.873552,7,74447.08805990219
5792,-109.18036,7,74455.25104689598
5793,-107.522632,7,74463.40049600601
5794,-106.217584,7,74471.54278993607
5795,-113.572426,7,74479.6609249115
5796,-109.119794,9,74487.81064796448
5797,-108.486633,7,74495.93268704414
5798,-108.390476,7,74504.0848801136
5799,-104.889826,9,74512.24939799309
5800,-105.933527,7,74520.41971588135
5801,-106.404334,7,74528.5576159954
5802,-108.3885,7,74536.71738409996
5803,-110.053934,14,74544.9462659359
5804,-113.130579,7,74568.14338898659
5805,-109.091832,7,74576.29899001122
5806,-107.236098,7,74584.43770194054
5807,-107.462105,7,74592.59501600266
5808,-107.70768,7,74600.74700903893
5809,-109.218844,7,74608.88427495956
5810,-107.303844,7,74617.0462949276
5811,-108.094643,7,74625.20214295387
5812,-108.284699,7,74633.36666297913
5813,-109.90917,7,74641.5303530693
5814,-104.637435,7,74649.66869091988
5815,-108.524263,7,74657.83322906494
5816,-107.671157,14,74666.01854109764
5817,-107.189264,7,74674.15535092354
5818,-114.787396,9,74692.38193202019
5819,-108.908635,7,74700.55126595497
5820,-107.194557,7,74708.67665195465
5821,-106.328531,7,74716.83483600616
5822,-107.61504,7,74725.00906991959
5823,-106.458326,7,74733.12762999535
5824,-106.750249,7,74741.28696799278
5825,-108.729296,7,74749.44133901596
5826,-114.701699,13,74757.63898301125
5827,-111.879315,16,74765.8668999672
5828,-108.983813,7,74774.02883195877
5829,-109.181978,7,74782.17723703384
5830,-109.026954,7,74790.32525610924
5831,-114.673774,13,74798.53394794464
5832,-104.49513,7,74806.66691493988
5833,-116.541649,9,74824.90941405296
5834,-118.830066,7,74833.05628299713
5835,-113.123045,7,74841.2181839943
5836,-108.293651,7,74849.35366606712
5837,-106.3216,7,74857.47981190681
5838,-103.98116,7,74865.62698292732
5839,-106.378014,7,74873.77940392494
5840,-107.632744,14,74882.00308799744
5841,-108.770885,7,74890.15559101105
5842,-115.392838,13,74898.37386393547
5843,-107.032964,7,74906.50842189789
5844,-112.55277,14,74914.70678496361
5845,-116.518735,12,74922.91916108131
5846,-106.470648,7,74931.06694698334
5847,-116.186557,16,74939.32290506363
5848,-105.605921,7,74947.48825097084
5849,-104.664844,5,74955.62428808212
5850,-105.496005,5,74962.7935450077
5851,-107.448332,7,74970.9484539032
5852,-107.844536,7,74979.09881997108
5853,-108.54857,7,74987.23687195778
5854,-107.450405,7,74995.38945102692
5855,-105.826354,7,75003.54137611389
5856,-114.922694,29,75012.96231007576
5857,-115.568631,14,75021.19256901741
5858,-111.895596,14,75029.406001091
5859,-113.676543,18,75037.6651570797
5860,-108.288169,7,75045.82763409615
5861,-117.698586,14,75054.06228089333
5862,-110.053321,7,75062.22047305107
5863,-106.709665,7,75070.37033605576
5864,-119.625674,16,75078.63268995285
5865,-110.308317,7,75086.78853392601
5866,-101.733972,1,75101.85300707817
5867,-113.252695,6,75109.98803400993
5868,-104.287465,7,75118.15270590782
5869,-102.41322,7,75126.2870759964
5870,-104.88823,7,75134.43129205704
5871,-106.439752,7,75142.55271911621
5872,-108.508209,7,75150.68656992912
5873,-112.43037,15,75158.90042901039
5874,-107.054831,7,75167.04986405373
5875,-122.54617,16,75175.297976017
5876,-110.223305,7,75183.43154811859
5877,-106.742453,15,75191.67525911331
5878,-108.324842,7,75199.81659197807
5879,-110.698307,7,75207.94470191002
5880,-126.179827,7,75231.16674995422
5881,-118.542325,7,75239.3063890934
5882,-108.01314,7,75247.46264791489
5883,-108.218259,7,75255.58396410942
5884,-107.435243,7,75263.71614408493
5885,-115.663792,7,75271.87391805649
5886,-107.159646,7,75280.03715491295
5887,-108.938438,7,75288.19112896919
5888,-108.004706,7,75296.33127307892
5889,-116.619401,13,75304.529681921
5890,-108.622077,7,75312.63483810425
5891,-111.450824,14,75320.86104607582
5892,-110.000815,7,75328.96910500526
5893,-107.557827,7,75337.12470698357
5894,-107.797316,9,75355.34461092949
5895,-111.532045,9,75373.57894706726
5896,-115.243,9,75381.74631500244
5897,-107.39403,7,75389.8937819004
5898,-107.766515,7,75398.0416328907
5899,-106.982414,7,75406.20695900917
5900,-104.928751,7,75414.35647702217
5901,-108.312239,7,75422.52875590324
5902,-109.198898,7,75430.64904499054
5903,-107.217818,7,75438.82627511024
5904,-109.007631,7,75446.97182393074
5905,-107.387748,7,75455.10255002975
5906,-113.038933,22,75463.37796902657
5907,-109.042341,7,75471.53895807266
5908,-118.091832,14,75479.71570110321
5909,-107.943746,7,75487.85935401917
5910,-122.063516,13,75496.0591430664
5911,-106.153845,7,75504.21307992935
5912,-110.190239,7,75512.3625190258
5913,-105.59796,7,75520.52508306503
5914,-114.294142,9,75537.68408489227
5915,-105.765246,7,75545.82119202614
5916,-104.997454,7,75553.96702003479
5917,-107.166258,7,75571.16544699669
5918,-110.640019,7,75579.33192896843
5919,-117.160826,9,75597.55346488953
5920,-113.198959,7,75605.69852900505
5921,-113.379479,7,75613.84203410149
5922,-105.168185,7,75621.98410797119
5923,-107.469263,7,75630.14763402939
5924,-106.720563,7,75638.31317400932
5925,-106.914597,7,75646.46729898453
5926,-106.480169,9,75654.64170789719
5927,-106.816966,7,75662.78798389435
5928,-104.312879,7,75670.93794894218
5929,-113.880037,14,75679.15744400024
5930,-110.585175,7,75687.29864501953
5931,-113.72314,14,75695.51572990417
5932,-111.412109,7,75703.63044404984
5933,-116.815121,14,75711.84675002098
5934,-104.805417,7,75719.99530100822
5935,-115.802239,16,75728.24073195457
5936,-109.274162,7,75736.37941908836
5937,-110.591974,15,75744.61906504631
5938,-105.74722,7,75752.78428697586
5939,-103.776489,7,75760.93577504158
5940,-116.373844,15,75769.19040107727
5941,-111.641369,9,75787.4217839241
5942,-114.834255,7,75795.55079007149
5943,-109.645723,7,75803.69220089912
5944,-110.976336,7,75811.84369301796
5945,-107.152931,9,75820.01854610443
5946,-104.349053,5,75828.15153694153
5947,-114.544614,9,75836.32780599594
5948,-110.909376,7,75844.47562503815
5949,-110.836398,7,75852.6496310234
5950,-124.529437,15,75860.919754982
5951,-113.623498,16,75869.18090391159
5952,-108.826545,7,75877.32104110718
5953,-112.229097,16,75885.55118107796
5954,-108.782865,7,75893.68096399307
5955,-106.942709,7,75901.83395695686
5956,-112.445649,13,75910.03238201141
5957,-108.074055,7,75918.20359396935
5958,-111.093756,13,75926.41646289825
5959,-109.50453,7,75934.54118299484
5960,-106.357595,7,75942.66307592392
5961,-116.051549,14,75950.8824288845
5962,-119.207095,14,75959.07527899742
5963,-117.917626,16,75967.32397794724
5964,-104.698392,7,75975.46767997742
5965,-115.286774,14,75983.6748790741
5966,-108.190903,7,75991.81560897827
5967,-106.521636,7,75999.97905492783
5968,-106.98757,5,76008.11307692528
5969,-118.475854,9,76026.34405493736
5970,-121.916899,7,76034.5201780796
5971,-110.807752,7,76042.6463189125
5972,-116.261846,7,76050.78731203079
5973,-109.529113,7,76058.94082903862
5974,-108.088223,7,76067.09631204605
5975,-107.311303,7,76075.24010300636
5976,-107.893987,7,76083.40871191025
5977,-119.351166,14,76091.63364601135
5978,-109.901102,7,76099.77880501747
5979,-110.426058,7,76107.91484808922
5980,-108.173328,7,76125.12455701828
5981,-110.520648,7,76133.28470993042
5982,-108.891124,7,76141.43801999092
5983,-107.748379,7,76158.61089491844
5984,-109.501667,9,76176.83340907097
5985,-105.338375,7,76184.96259188652
5986,-106.663392,7,76193.12232089043
5987,-106.103056,7,76201.27004098892
5988,-109.269889,7,76209.41388988495
5989,-108.220631,7,76217.56935310364
5990,-107.695828,7,76225.73362493515
5991,-105.494516,7,76233.93378090858
5992,-106.17055,7,76242.07077288628
5993,-118.376373,14,76250.27232599258
5994,-111.384319,7,76258.40937495232
5995,-115.790607,16,76266.64417409897
5996,-106.519007,7,76274.81934905052
5997,-112.435493,13,76283.03299307823
5998,-110.778396,7,76291.19892501831
5999,-104.965575,16,76299.43720507622
6000,-104.505026,7,76307.560379982
6001,-105.638517,7,76315.68718409538
6002,-114.46324,15,76323.92096209526
6003,-117.719337,15,76332.12698602676
6004,-116.568361,12,76340.30650401115
6005,-106.872329,7,76348.46429109573
6006,-105.335026,7,76356.63879489899
6007,-114.237306,9,76374.85619306564
6008,-107.645263,7,76383.02216696739
6009,-108.845903,7,76391.17455911636
6010,-105.686445,7,76399.32555007935
6011,-107.788445,7,76407.48948693275
6012,-104.958425,7,76415.64720702171
6013,-110.805475,19,76423.93673205376
6014,-111.079483,7,76432.06060504913
6015,-123.493505,16,76440.31535506248
6016,-118.969975,15,76448.51735901833
6017,-110.71791,7,76456.6587870121
6018,-109.537,7,76464.79663395882
6019,-108.636796,7,76481.98773407936
6020,-109.098019,7,76490.14289307594
6021,-106.693266,7,76498.2948551178
6022,-109.385148,7,76506.44649004936
6023,-105.68652,7,76514.59451007843
6024,-107.324666,7,76522.75242805481
6025,-125.293001,19,76530.99268698692
6026,-110.102592,7,76539.11541700363
6027,-117.828127,15,76547.35763001442
6028,-106.052387,7,76555.50245308876
6029,-106.772406,7,76563.65377807617
6030,-105.5674,7,76571.81275606155
6031,-118.03958,16,76580.07170295715
6032,-105.174407,7,76588.22664093971
6033,-107.725832,7,76596.38247609138
6034,-115.371245,7,76604.54731106758
6035,-110.61373,9,76622.76739001274
6036,-109.716899,7,76630.92105603218
6037,-107.136059,7,76639.07427692413
6038,-110.715938,7,76647.22227191925
6039,-108.30447,7,76655.36809396744
6040,-111.634716,9,76673.60340189934
6041,-109.695012,7,76681.74972200394
6042,-108.163619,7,76689.87564396858
6043,-108.8361,7,76698.0256690979
6044,-107.096575,7,76706.17012095451
6045,-106.034065,7,76714.32247304916
6046,-106.83282,7,76722.4747390747
6047,-110.07073,7,76730.64291095734
6048,-108.51735,7,76738.81339097023
6049,-107.15067,7,76746.96145296097
6050,-112.409579,15,76755.19863009453
6051,-106.123243,7,76763.35678792
6052,-114.911596,14,76771.56279802322
6053,-107.419707,5,76779.70346188545
6054,-105.349331,7,76787.85219192505
6055,-107.833781,7,76805.02424693108
6056,-110.071228,7,76813.1895930767
6057,-101.950043,1,76828.28550004959
6058,-104.223917,6,76836.42074298859
6059,-109.606994,7,76844.55148792267
6060,-109.541257,7,76852.69468688965
6061,-108.166094,7,76860.84764695168
6062,-107.316953,7,76868.99973392487
6063,-109.171557,7,76877.14159011841
6064,-107.725121,7,76885.27723407745
6065,-108.284715,7,76893.4293589592
6066,-104.323209,13,76901.64283299446
6067,-119.300421,12,76909.85028290749
6068,-111.274343,15,76918.07888293266
6069,-109.15997,7,76926.24506211281
6070,-104.70499,7,76934.40124106407
6071,-106.438036,7,76942.55564188957
6072,-107.670217,7,76950.68928790092
6073,-109.187002,7,76958.83768701553
6074,-108.64079,7,76976.02097392082
6075,-109.10619,7,76999.21110510826
6076,-109.584439,7,77007.35994291306
6077,-110.699166,7,77015.50908398628
6078,-110.182373,7,77023.62686991692
6079,-106.878279,7,77031.75740695
6080,-105.930638,7,77039.90047001839
6081,-105.752628,7,77048.04582500458
6082,-108.282453,7,77056.19303798676
6083,-107.465747,7,77064.33505606651
6084,-106.090571,7,77072.4934000969
6085,-108.43948,7,77080.64925408363
6086,-111.832061,7,77088.81375694275
6087,-107.695344,7,77096.95080590248
6088,-109.814557,7,77105.11039304733
6089,-105.842139,7,77113.25803303719
6090,-104.002392,7,77121.41059708595
6091,-113.918618,15,77128.62856388092
6092,-104.38993,7,77136.80719709396
6093,-104.707813,7,77144.93198990822
6094,-108.309316,7,77153.09214997292
6095,-114.326404,14,77161.32032608986
6096,-109.370815,7,77169.45717096329
6097,-110.464652,7,77177.60653805733
6098,-110.236353,14,77185.8276720047
6099,-109.995196,9,77194.01605010033
6100,-120.549782,9,77212.23456192017
6101,-108.992043,7,77220.37521505356
6102,-107.990822,7,77228.53134894371
6103,-107.255221,5,77236.65065002441
6104,-106.815681,7,77244.80240893364
6105,-105.996561,7,77252.93904495239
6106,-109.780294,7,77261.11718702316
6107,-108.574056,9,77269.28565311432
6108,-114.187212,7,77277.43189311028
6109,-112.523193,7,77285.55658507347
6110,-108.871373,7,77293.69932103157
6111,-117.647703,15,77301.93194103241
6112,-108.293252,7,77310.06966495514
6113,-118.158178,19,77318.3279159069
6114,-110.306593,14,77326.5424489975
6115,-122.692898,14,77334.73206710815
6116,-105.480752,7,77342.88966393471
6117,-105.928409,14,77351.11613202095
6118,-106.49537,15,77359.33705997467
6119,-110.423552,9,77377.55197000504
6120,-106.812789,7,77385.6846048832
6121,-108.93875,7,77393.83752894402
6122,-110.513695,7,77401.99055409431
6123,-109.570563,7,77410.13663101196
6124,-104.432486,7,77418.27368998528
6125,-107.996673,7,77426.4166879654
6126,-108.012481,7,77434.55583190918
6127,-111.322735,15,77442.77433609962
6128,-111.91299,7,77450.93095803261
6129,-124.029371,15,77459.1375939846
6130,-109.226991,7,77467.27644896507
6131,-108.37079,7,77475.43094301224
6132,-115.168662,15,77483.63701605797
6133,-106.353112,7,77491.79085493088
6134,-103.921966,7,77499.91752505302
6135,-108.771714,7,77508.0728700161
6136,-118.473815,13,77516.26655101776
6137,-107.892464,14,77524.47325706482
6138,-111.079613,9,77542.71470499039
6139,-107.490903,7,77550.89468288422
6140,-107.286951,7,77559.04447388649
6141,-107.901305,7,77567.20840406418
6142,-108.05927,7,77575.38328289986
6143,-108.874531,7,77583.51873993874
6144,-107.184529,7,77591.61430096626
6145,-120.000812,16,77599.87708210945
6146,-123.520419,21,77608.17531299591
6147,-127.075817,16,77616.44605898857
6148,-109.559065,7,77624.57727098465
6149,-115.562894,14,77632.86325001717
6150,-111.16566,7,77640.999284029
6151,-107.894161,15,77649.22108697891
6152,-113.086878,18,77657.50970602036
6153,-112.183044,7,77665.63002204895
6154,-105.80616,7,77673.80160307884
6155,-109.225881,16,77682.02311110497
6156,-108.795451,5,77690.16291594505
6157,-120.701397,20,77698.41933703423
6158,-116.164472,18,77706.6803290844
6159,-110.872292,7,77714.83254289627
6160,-107.531828,7,77722.96163010597
6161,-112.930447,16,77731.21970009804
6162,-108.449672,7,77739.37612509727
6163,-121.360274,15,77747.6130259037
6164,-109.848587,7,77755.77311611176
6165,-113.408621,14,77763.98299503326
6166,-116.256814,13,77772.20098495483
6167,-110.155715,7,77780.34929895401
6168,-110.695699,15,77788.57272601128
6169,-109.962098,7,77796.72281002998
6170,-110.409368,7,77804.87699389458
6171,-109.849979,15,77813.12769603729
6172,-117.950119,15,77821.3898229599
6173,-106.968272,7,77829.54600191116
6174,-107.103905,7,77837.67300200462
6175,-106.204043,7,77845.81695199013
6176,-114.557593,9,77864.04289293289
6177,-111.203315,7,77872.18653488159
6178,-108.283548,7,77880.31789898872
6179,-107.076063,7,77888.46298289299
6180,-108.2039,7,77896.61000490189
6181,-107.005883,7,77904.75654292107
6182,-106.830252,7,77912.90281701088
6183,148.573341,4,77919.00238394737
6184,-118.948623,13,77921.16051602364
6185,-110.732153,5,77929.28820204735
6186,-110.886718,7,77937.41004490852
6187,-108.963573,7,77945.54702091217
6188,-111.392802,8,77953.67162895203
6189,-108.682069,14,77961.8953499794
6190,-107.557238,7,77970.04199194908
6191,-117.529501,14,77978.24619197845
6192,-104.884897,7,77986.40901088715
6193,-112.922522,13,77994.5883769989
6194,-110.081776,7,78002.74178004265
6195,-114.503838,14,78010.96439695358
6196,-107.247492,5,78019.11523008347
6197,-109.775128,20,78027.3746240139
